R_fighter,B_fighter,Format,Referee,date,location,Fight_type,Winner,Title,weight_class,R_hst_SIG_STR._attempted,R_hst_SIG_STR._succeeded,R_hst_TOTAL_STR._attempted,R_hst_TOTAL_STR._succeeded,R_hst_TD_attempted,R_hst_TD_succeeded,R_hst_HEAD_attempted,R_hst_HEAD_succeeded,R_hst_BODY_attempted,R_hst_BODY_succeeded,R_hst_LEG_attempted,R_hst_LEG_succeeded,R_hst_DISTANCE_attempted,R_hst_DISTANCE_succeeded,R_hst_CLINCH_attempted,R_hst_CLINCH_succeeded,R_hst_GROUND_attempted,R_hst_GROUND_succeeded,R_hst_KD,R_hst_SIG_STR_pct,R_hst_TD_pct,R_hst_SUB_ATT,R_hst_PASS,R_hst_REV,B_hst_SIG_STR._attempted,B_hst_SIG_STR._succeeded,B_hst_TOTAL_STR._attempted,B_hst_TOTAL_STR._succeeded,B_hst_TD_attempted,B_hst_TD_succeeded,B_hst_HEAD_attempted,B_hst_HEAD_succeeded,B_hst_BODY_attempted,B_hst_BODY_succeeded,B_hst_LEG_attempted,B_hst_LEG_succeeded,B_hst_DISTANCE_attempted,B_hst_DISTANCE_succeeded,B_hst_CLINCH_attempted,B_hst_CLINCH_succeeded,B_hst_GROUND_attempted,B_hst_GROUND_succeeded,B_hst_KD,B_hst_SIG_STR_pct,B_hst_TD_pct,B_hst_SUB_ATT,B_hst_PASS,B_hst_REV,R_Stance,R_Height(cm),R_Weight(kg),R_Reach(cm),B_Stance,B_Height(cm),B_Weight(kg),B_Reach(cm),R_age,B_age,R_experience,B_experience,R_title_experience,B_title_experience,R_KO,B_KO,R_sub,B_sub,R_winning,B_winning,R_title_winning,B_title_winning
Tecia Torres,Juliana Lima,3 Rnd (5-5-5),Chris Tognoni,2017-07-07,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Tecia Torres,False,Strawweight,143.8,69.4,184.6,103.0,4.0,0.8,105.4,40.6,22.2,14.6,16.2,14.2,128.8,59.2,11.2,7.8,3.8,2.4,0.2,0.47400000000000003,0.332,0.0,1.6,0.0,70.8,32.4,117.8,73.6,6.0,1.8,48.4,15.6,10.4,8.4,12.0,8.4,46.2,14.6,12.4,10.0,12.2,7.8,0.0,0.47800000000000004,0.396,0.0,0.8,0.6,Orthodox,154.94,52.16308,157.99269999999999,Orthodox,165.1,52.16308,168.7115,28.0,35.0,5,5,0,0,0.0,0.0,0.0,0.0,0.8,0.6,,
Gray Maynard,Teruto Ishihara,3 Rnd (5-5-5),Jason Herzog,2017-07-07,"Las Vegas, Nevada, USA",Featherweight Bout,Gray Maynard,False,Featherweight,81.33333333333333,25.77777777777778,98.11111111111111,40.94444444444444,5.222222222222222,2.1666666666666665,72.22222222222223,19.555555555555557,7.388888888888889,5.0,1.7222222222222223,1.2222222222222223,66.05555555555556,17.11111111111111,6.388888888888889,3.7777777777777777,8.88888888888889,4.888888888888889,0.3333333333333333,0.36333333333333334,0.41944444444444445,0.5555555555555556,1.8333333333333333,0.2222222222222222,90.75,44.0,95.0,47.0,1.5,0.0,67.5,27.0,13.75,8.0,9.5,9.0,82.0,39.25,4.5,1.75,4.25,3.0,1.25,0.49,0.0,0.0,0.5,0.0,Orthodox,175.26,70.30676,179.4303,Southpaw,170.18,61.23492,174.0709,38.0,26.0,18,4,2,0,0.05555555555555555,0.5,0.0,0.0,0.5555555555555556,0.5,0.0,
Michael Chiesa,Kevin Lee,5 Rnd (5-5-5-5-5),Mario Yamasaki,2017-06-25,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Kevin Lee,False,Lightweight,52.666666666666664,19.666666666666668,79.44444444444444,40.888888888888886,4.111111111111111,1.6666666666666667,45.333333333333336,13.88888888888889,5.222222222222222,3.7777777777777777,2.111111111111111,2.0,43.44444444444444,13.777777777777779,3.7777777777777777,2.6666666666666665,5.444444444444445,3.2222222222222223,0.1111111111111111,0.37777777777777777,0.44777777777777783,0.8888888888888888,1.8888888888888888,0.1111111111111111,90.5,36.6,112.1,55.8,5.9,2.4,76.5,25.6,13.4,10.4,0.6,0.6,67.6,19.9,8.4,6.5,14.5,10.2,0.0,0.41899999999999993,0.383,1.0,2.8,0.1,Southpaw,185.42,77.11064,190.14909999999998,Orthodox,175.26,77.11064,179.4303,30.0,25.0,9,10,1,0,0.0,0.1,0.5555555555555556,0.3,0.7777777777777778,0.8,1.0,
Tim Boetsch,Johny Hendricks,3 Rnd (5-5-5),Kevin MacDonald,2017-06-25,"Oklahoma City, Oklahoma, USA",Middleweight Bout,Tim Boetsch,False,Middleweight,50.95238095238095,26.0,70.23809523809524,43.38095238095238,2.8095238095238093,1.0,36.666666666666664,15.285714285714286,9.095238095238095,6.285714285714286,5.190476190476191,4.428571428571429,36.333333333333336,15.619047619047619,9.952380952380953,6.761904761904762,4.666666666666667,3.619047619047619,0.3333333333333333,0.5138095238095237,0.18761904761904763,0.5238095238095238,0.7142857142857143,0.09523809523809523,96.78947368421052,44.63157894736842,123.52631578947368,69.36842105263158,6.2105263157894735,3.210526315789474,79.42105263157895,30.105263157894736,5.315789473684211,3.8421052631578947,12.052631578947368,10.68421052631579,76.10526315789474,29.894736842105264,15.473684210526315,10.947368421052632,5.2105263157894735,3.789473684210526,0.3157894736842105,0.523157894736842,0.3257894736842105,0.3157894736842105,1.0526315789473684,0.0,Orthodox,182.88,83.91452,187.46939999999998,Southpaw,175.26,83.91452,179.4303,36.0,34.0,21,19,0,3,0.2857142857142857,0.2631578947368421,0.0,0.0,0.5238095238095238,0.6842105263157895,,0.3333333333333333
Felice Herrig,Justine Kish,3 Rnd (5-5-5),Keith Peterson,2017-06-25,"Oklahoma City, Oklahoma, USA",Women's Strawweight Bout,Felice Herrig,False,Strawweight,84.25,27.25,103.75,43.25,2.5,1.0,61.0,15.25,18.5,10.0,4.75,2.0,72.75,18.5,7.5,5.75,4.0,3.0,0.0,0.45749999999999996,0.625,1.25,3.25,0.75,121.0,61.5,136.0,75.0,5.5,2.0,74.0,31.0,26.0,15.5,21.0,15.0,99.0,45.0,18.0,13.5,4.0,3.0,0.0,0.5,0.65,0.5,3.0,1.0,Orthodox,162.56,52.16308,166.0318,Orthodox,165.1,56.699,168.7115,33.0,29.0,4,2,0,0,0.0,0.0,0.5,0.0,0.75,1.0,,
Tim Means,Alex Garcia,3 Rnd (5-5-5),Mario Yamasaki,2017-06-25,"Oklahoma City, Oklahoma, USA",Welterweight Bout,Tim Means,False,Welterweight,86.92857142857143,40.642857142857146,105.71428571428571,58.142857142857146,1.2142857142857142,0.5714285714285714,65.35714285714286,26.071428571428573,16.928571428571427,10.214285714285714,4.642857142857143,4.357142857142857,67.57142857142857,27.857142857142858,10.142857142857142,7.214285714285714,9.214285714285714,5.571428571428571,0.42857142857142855,0.5135714285714287,0.25,0.14285714285714285,0.5714285714285714,0.14285714285714285,64.5,22.666666666666668,81.5,36.166666666666664,5.333333333333333,3.3333333333333335,60.166666666666664,20.166666666666668,3.6666666666666665,2.0,0.6666666666666666,0.5,54.5,17.333333333333332,4.333333333333333,2.6666666666666665,5.666666666666667,2.6666666666666665,0.5,0.36999999999999994,0.5099999999999999,0.0,2.0,0.16666666666666666,Orthodox,187.96,77.11064,192.8288,Orthodox,175.26,77.11064,179.4303,33.0,30.0,14,6,0,0,0.2857142857142857,0.3333333333333333,0.07142857142857142,0.0,0.5714285714285714,0.6666666666666666,,
BJ Penn,Dennis Siver,3 Rnd (5-5-5),Kevin MacDonald,2017-06-25,"Oklahoma City, Oklahoma, USA",Featherweight Bout,Dennis Siver,False,Featherweight,75.375,36.458333333333336,113.04166666666667,72.625,1.875,1.0833333333333333,66.0,28.291666666666668,6.916666666666667,5.958333333333333,2.4583333333333335,2.2083333333333335,55.375,21.791666666666668,10.958333333333334,8.166666666666666,9.041666666666666,6.5,0.25,0.535,0.3425,0.5,1.7916666666666667,0.041666666666666664,119.9,38.3,161.4,73.7,1.95,0.65,94.6,21.75,9.95,5.45,15.35,11.1,107.4,31.7,6.05,2.3,6.45,4.3,0.35,0.3385,0.28250000000000003,0.25,1.6,0.25,Orthodox,175.26,70.30676,179.4303,Orthodox,167.64000000000001,65.77083999999999,171.3912,39.0,38.0,24,20,11,0,0.2916666666666667,0.15,0.16666666666666666,0.1,0.5,0.55,0.45454545454545453,
Clay Guida,Erik Koch,3 Rnd (5-5-5),Keith Peterson,2017-06-25,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Clay Guida,False,Lightweight,92.1304347826087,28.73913043478261,122.3913043478261,55.0,7.130434782608695,2.652173913043478,77.3913043478261,17.391304347826086,6.608695652173913,4.260869565217392,8.130434782608695,7.086956521739131,72.78260869565217,16.608695652173914,6.3478260869565215,4.478260869565218,13.0,7.6521739130434785,0.21739130434782608,0.34391304347826074,0.3765217391304348,0.6086956521739131,2.0434782608695654,0.043478260869565216,47.714285714285715,18.428571428571427,60.42857142857143,30.428571428571427,0.5714285714285714,0.2857142857142857,40.0,11.714285714285714,3.7142857142857144,3.4285714285714284,4.0,3.2857142857142856,37.42857142857143,10.285714285714286,6.142857142857143,4.857142857142857,4.142857142857143,3.2857142857142856,0.2857142857142857,0.37857142857142856,0.07142857142857142,0.8571428571428571,0.7142857142857143,0.0,Orthodox,170.18,70.30676,174.0709,Southpaw,177.8,70.30676,182.11,36.0,29.0,23,7,0,0,0.043478260869565216,0.2857142857142857,0.17391304347826086,0.14285714285714285,0.5217391304347826,0.5714285714285714,,
Vitor Miranda,Marvin Vettori,3 Rnd (5-5-5),Gary Ritter,2017-06-25,"Oklahoma City, Oklahoma, USA",Middleweight Bout,Marvin Vettori,False,Middleweight,61.2,33.0,95.8,65.4,0.8,0.4,41.2,21.8,9.6,3.8,10.4,7.4,40.8,15.4,6.6,6.2,13.8,11.4,0.0,0.558,0.3,0.0,0.4,0.0,42.0,19.5,106.0,74.5,1.0,1.0,37.5,15.5,2.5,2.0,2.0,2.0,25.0,6.5,1.5,1.0,15.5,12.0,0.0,0.5599999999999999,1.0,1.0,0.5,0.0,Orthodox,185.42,83.91452,190.14909999999998,Southpaw,182.88,83.91452,187.46939999999998,38.0,24.0,5,2,1,0,0.6,0.0,0.0,0.5,0.6,0.5,0.0,
Devin Powell,Darrell Horcher,3 Rnd (5-5-5),Kevin MacDonald,2017-06-25,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Darrell Horcher,False,Lightweight,80.0,22.0,102.0,44.0,0.0,0.0,57.0,7.0,12.0,7.0,11.0,8.0,66.0,15.0,14.0,7.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,27.0,6.0,42.0,18.0,0.0,0.0,23.0,4.0,3.0,1.0,1.0,1.0,26.0,5.0,0.0,0.0,1.0,1.0,0.0,0.22,0.0,0.0,0.0,0.0,Orthodox,182.88,70.30676,187.46939999999998,Southpaw,177.8,70.30676,182.11,29.0,30.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jared Gordon,Michel Quinones,3 Rnd (5-5-5),Keith Peterson,2017-06-25,"Oklahoma City, Oklahoma, USA",Featherweight Bout,Jared Gordon,False,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,175.26,70.30676,179.4303,Orthodox,177.8,70.30676,182.11,29.0,33.0,0,0,0,0,,,,,,,,
Anthony Rocco Martin,Johnny Case,3 Rnd (5-5-5),Gary Ritter,2017-06-25,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Anthony Rocco Martin,False,Lightweight,57.0,24.5,75.0,39.166666666666664,4.833333333333333,1.1666666666666667,48.0,17.0,4.333333333333333,3.3333333333333335,4.666666666666667,4.166666666666667,47.666666666666664,18.5,6.833333333333333,4.333333333333333,2.5,1.6666666666666667,0.0,0.37999999999999995,0.33,0.8333333333333334,2.0,0.0,110.4,44.2,130.6,60.4,3.8,1.8,84.6,27.2,16.6,10.0,9.2,7.0,86.8,28.4,6.0,3.6,17.6,12.2,0.4,0.374,0.306,0.0,2.8,0.6,Orthodox,182.88,77.11064,187.46939999999998,Orthodox,177.8,70.30676,182.11,28.0,28.0,6,5,0,0,0.0,0.2,0.3333333333333333,0.2,0.5,0.8,,
Josh Stansbury,Jeremy Kimball,3 Rnd (5-5-5),Mario Yamasaki,2017-06-25,"Oklahoma City, Oklahoma, USA",Light Heavyweight Bout,Jeremy Kimball,False,Heavyweight,86.5,48.5,158.5,118.0,2.0,0.0,69.5,34.0,10.5,8.0,6.5,6.5,61.0,30.0,14.0,11.0,11.5,7.5,0.0,0.5549999999999999,0.0,1.0,2.5,0.0,17.0,5.0,17.0,5.0,0.0,0.0,14.0,3.0,1.0,1.0,2.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,Orthodox,187.96,92.98636,192.8288,Switch,182.88,92.98636,187.46939999999998,33.0,26.0,2,1,0,0,0.0,0.0,0.0,0.0,0.5,0.0,,
Holly Holm,Bethe Correia,5 Rnd (5-5-5-5-5),Marc Goddard,2017-06-17,"Kallang, Singapore",Women's Bantamweight Bout,Holly Holm,False,Bantamweight,162.66666666666666,56.166666666666664,178.0,69.83333333333333,1.8333333333333333,0.3333333333333333,109.66666666666667,24.333333333333332,29.0,16.666666666666668,24.0,15.166666666666666,152.16666666666666,48.5,9.5,7.166666666666667,1.0,0.5,0.16666666666666666,0.39166666666666666,0.3333333333333333,0.0,0.0,0.0,119.57142857142857,55.857142857142854,143.85714285714286,77.71428571428571,1.7142857142857142,0.42857142857142855,87.85714285714286,33.42857142857143,16.857142857142858,10.714285714285714,14.857142857142858,11.714285714285714,105.28571428571429,45.857142857142854,13.571428571428571,9.571428571428571,0.7142857142857143,0.42857142857142855,0.0,0.4971428571428572,0.10714285714285714,0.0,0.2857142857142857,0.2857142857142857,Southpaw,172.72,65.77083999999999,176.7506,Orthodox,165.1,61.23492,168.7115,36.0,34.0,6,7,3,1,0.16666666666666666,0.14285714285714285,0.0,0.0,0.5,0.5714285714285714,0.3333333333333333,0.0
Andrei Arlovski,Marcin Tybura,3 Rnd (5-5-5),John Sharp,2017-06-17,"Kallang, Singapore",Heavyweight Bout,Marcin Tybura,False,Heavyweight,53.04545454545455,21.363636363636363,62.40909090909091,29.59090909090909,0.3181818181818182,0.13636363636363635,40.90909090909091,12.954545454545455,3.6363636363636362,2.4545454545454546,8.5,5.954545454545454,43.63636363636363,15.136363636363637,7.181818181818182,4.636363636363637,2.227272727272727,1.5909090909090908,0.45454545454545453,0.4572727272727272,0.11363636363636363,0.22727272727272727,0.18181818181818182,0.0,76.33333333333333,37.666666666666664,123.0,79.66666666666667,1.6666666666666667,0.6666666666666666,63.0,27.333333333333332,11.0,8.333333333333334,2.3333333333333335,2.0,57.666666666666664,20.666666666666668,12.0,10.666666666666666,6.666666666666667,6.333333333333333,0.3333333333333333,0.48666666666666664,0.27666666666666667,0.0,1.3333333333333333,0.0,Orthodox,190.5,108.86207999999999,195.5085,Orthodox,190.5,112.944408,195.5085,38.0,32.0,22,3,5,0,0.4090909090909091,0.6666666666666666,0.09090909090909091,0.0,0.6363636363636364,0.6666666666666666,0.6,
Dong Hyun Kim,Colby Covington,3 Rnd (5-5-5),Steve Perceval,2017-06-17,"Kallang, Singapore",Welterweight Bout,Colby Covington,False,Welterweight,47.705882352941174,23.823529411764707,91.41176470588235,64.3529411764706,5.0,2.176470588235294,40.588235294117645,18.294117647058822,3.235294117647059,2.4705882352941178,3.8823529411764706,3.0588235294117645,24.705882352941178,8.235294117647058,6.117647058823529,4.823529411764706,16.88235294117647,10.764705882352942,0.23529411764705882,0.5235294117647058,0.44588235294117645,0.47058823529411764,2.6470588235294117,0.11764705882352941,50.42857142857143,26.142857142857142,123.42857142857143,85.0,8.714285714285714,4.714285714285714,42.142857142857146,19.857142857142858,6.285714285714286,4.285714285714286,2.0,2.0,32.857142857142854,13.857142857142858,3.857142857142857,3.0,13.714285714285714,9.285714285714286,0.14285714285714285,0.5928571428571429,0.5742857142857144,0.2857142857142857,5.428571428571429,0.0,Southpaw,187.96,77.11064,192.8288,Orthodox,180.34,77.11064,184.7897,36.0,29.0,17,7,0,0,0.23529411764705882,0.2857142857142857,0.058823529411764705,0.2857142857142857,0.7647058823529411,0.8571428571428571,,
Tarec Saffiedine,Rafael Dos Anjos,3 Rnd (5-5-5),Greg Kleynjans,2017-06-17,"Kallang, Singapore",Welterweight Bout,Rafael Dos Anjos,False,Welterweight,129.0,60.0,145.4,76.2,2.2,0.6,94.8,32.4,12.4,9.6,21.8,18.0,116.0,51.4,11.6,7.4,1.4,1.2,0.6,0.44799999999999995,0.132,0.2,1.4,0.0,93.80952380952381,38.714285714285715,115.61904761904762,58.38095238095238,4.428571428571429,1.8571428571428572,71.85714285714286,23.0,10.80952380952381,6.761904761904762,11.142857142857142,8.952380952380953,75.14285714285714,26.857142857142858,7.0,4.666666666666667,11.666666666666666,7.190476190476191,0.23809523809523808,0.41857142857142854,0.32047619047619047,0.5714285714285714,1.619047619047619,0.047619047619047616,Switch,177.8,77.11064,182.11,Southpaw,172.72,77.11064,176.7506,31.0,33.0,5,21,0,3,0.0,0.19047619047619047,0.0,0.09523809523809523,0.4,0.6666666666666666,,0.6666666666666666
Takanori Gomi,Jon Tuck,3 Rnd (5-5-5),Marc Goddard,2017-06-17,"Kallang, Singapore",Lightweight Bout,Jon Tuck,False,Lightweight,85.0,33.18181818181818,94.9090909090909,42.81818181818182,0.36363636363636365,0.09090909090909091,66.18181818181819,20.818181818181817,15.181818181818182,9.818181818181818,3.6363636363636362,2.5454545454545454,80.36363636363636,29.272727272727273,3.4545454545454546,2.909090909090909,1.1818181818181819,1.0,0.18181818181818182,0.30818181818181817,0.045454545454545456,0.0,0.2727272727272727,0.09090909090909091,103.0,40.57142857142857,130.0,64.85714285714286,1.1428571428571428,0.42857142857142855,80.71428571428571,22.857142857142858,13.142857142857142,10.142857142857142,9.142857142857142,7.571428571428571,89.71428571428571,32.42857142857143,6.714285714285714,4.0,6.571428571428571,4.142857142857143,0.2857142857142857,0.40857142857142864,0.08571428571428572,0.7142857142857143,2.4285714285714284,0.14285714285714285,Southpaw,170.18,70.30676,174.0709,Orthodox,180.34,70.30676,184.7897,39.0,33.0,11,7,0,0,0.18181818181818182,0.14285714285714285,0.0,0.14285714285714285,0.36363636363636365,0.42857142857142855,,
Cyril Asker,Walt Harris,3 Rnd (5-5-5),John Sharp,2017-06-17,"Kallang, Singapore",Heavyweight Bout,Walt Harris,False,Heavyweight,43.0,16.0,64.5,26.0,2.0,0.5,41.0,14.5,2.0,1.5,0.0,0.0,23.5,7.0,0.5,0.5,19.0,8.5,0.0,0.365,0.5,0.0,1.0,0.0,62.833333333333336,22.833333333333332,65.83333333333333,25.5,0.3333333333333333,0.0,48.833333333333336,14.5,11.333333333333334,6.0,2.6666666666666665,2.3333333333333335,54.166666666666664,17.666666666666668,5.0,2.5,3.6666666666666665,2.6666666666666665,0.6666666666666666,0.34,0.0,0.16666666666666666,0.0,0.0,Orthodox,182.88,112.037224,187.46939999999998,Southpaw,195.57999999999998,113.398,200.86789999999996,32.0,34.0,2,6,0,0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,,
Alex Caceres,Rolando Dy,3 Rnd (5-5-5),Neil Swailes,2017-06-17,"Kallang, Singapore",Featherweight Bout,Alex Caceres,False,Featherweight,93.4375,46.125,105.9375,57.1875,0.6875,0.5625,70.875,29.1875,14.5625,10.375,8.0,6.5625,83.0625,38.5,5.5625,4.25,4.8125,3.375,0.125,0.461875,0.270625,0.75,1.1875,0.625,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,177.8,65.77083999999999,182.11,Orthodox,172.72,65.77083999999999,176.7506,29.0,27.0,16,0,0,0,0.0,,0.125,,0.4375,,,
Justin Scoggins,Ulka Sasaki,3 Rnd (5-5-5),Marc Goddard,2017-06-17,"Kallang, Singapore",Flyweight Bout,Ulka Sasaki,False,Flyweight,77.85714285714286,41.42857142857143,92.85714285714286,54.285714285714285,4.714285714285714,3.142857142857143,57.57142857142857,27.142857142857142,14.142857142857142,9.285714285714286,6.142857142857143,5.0,58.714285714285715,25.428571428571427,5.857142857142857,4.857142857142857,13.285714285714286,11.142857142857142,0.0,0.5814285714285713,0.72,0.42857142857142855,4.428571428571429,0.0,39.2,14.0,52.4,25.2,4.0,1.2,29.8,8.4,5.0,2.8,4.4,2.8,34.8,11.0,1.4,0.8,3.0,2.2,0.0,0.41,0.21200000000000002,0.6,1.8,0.4,Southpaw,170.18,56.699,174.0709,Southpaw,177.8,56.699,182.11,25.0,28.0,7,5,0,0,0.14285714285714285,0.0,0.0,0.4,0.5714285714285714,0.4,,
Kwan Ho Kwak,Russell Doane,3 Rnd (5-5-5),Steve Perceval,2017-06-17,"Kallang, Singapore",Bantamweight Bout,Russell Doane,False,Bantamweight,128.0,53.0,134.0,59.0,0.0,0.0,103.0,35.0,17.0,11.0,8.0,7.0,116.0,44.0,12.0,9.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,46.833333333333336,19.666666666666668,77.16666666666667,46.0,3.8333333333333335,1.6666666666666667,40.5,15.0,4.833333333333333,3.5,1.5,1.1666666666666667,31.666666666666668,8.833333333333334,5.333333333333333,4.0,9.833333333333334,6.833333333333333,0.16666666666666666,0.4166666666666667,0.22166666666666668,0.6666666666666666,2.0,0.6666666666666666,Switch,165.1,61.23492,168.7115,Orthodox,170.18,61.23492,174.0709,28.0,31.0,1,6,0,0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,,
Naoki Inoue,Carls John De Tomas,3 Rnd (5-5-5),Neil Swailes,2017-06-17,"Kallang, Singapore",Flyweight Bout,Naoki Inoue,False,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,175.26,56.699,179.4303,Southpaw,165.1,56.699,168.7115,20.0,21.0,0,0,0,0,,,,,,,,
Ji Yeon Kim,Lucie Pudilova,3 Rnd (5-5-5),Greg Kleynjans,2017-06-17,"Kallang, Singapore",Women's Bantamweight Bout,Lucie Pudilova,False,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,204.0,99.0,277.0,163.0,2.0,0.0,177.0,77.0,25.0,20.0,2.0,2.0,168.0,68.0,35.0,30.0,1.0,1.0,0.0,0.48,0.0,0.0,0.0,0.0,Orthodox,170.18,56.699,174.0709,Orthodox,172.72,56.699,176.7506,28.0,23.0,0,1,0,0,,0.0,,0.0,,0.0,,
Derrick Lewis,Mark Hunt,5 Rnd (5-5-5-5-5),Marc Goddard,2017-06-10,"Auckland, New Zealand",Heavyweight Bout,Mark Hunt,False,Heavyweight,45.54545454545455,25.0,49.45454545454545,28.454545454545453,1.0909090909090908,0.36363636363636365,41.0,21.545454545454547,3.8181818181818183,2.909090909090909,0.7272727272727273,0.5454545454545454,18.363636363636363,5.636363636363637,6.7272727272727275,5.2727272727272725,20.454545454545453,14.090909090909092,0.18181818181818182,0.5763636363636363,0.25727272727272726,0.0,1.2727272727272727,0.09090909090909091,61.5,27.214285714285715,80.64285714285714,44.5,0.9285714285714286,0.5,55.785714285714285,23.071428571428573,2.7857142857142856,2.0,2.9285714285714284,2.142857142857143,55.42857142857143,22.642857142857142,2.5,1.7857142857142858,3.5714285714285716,2.7857142857142856,0.5714285714285714,0.42642857142857143,0.24285714285714285,0.07142857142857142,0.5714285714285714,0.07142857142857142,Orthodox,190.5,117.93392,195.5085,Orthodox,177.8,120.20188,182.11,32.0,43.0,11,14,0,1,0.7272727272727273,0.42857142857142855,0.0,0.0,0.8181818181818182,0.5,,0.0
Derek Brunson,Daniel Kelly,3 Rnd (5-5-5),John Sharp,2017-06-10,"Auckland, New Zealand",Middleweight Bout,Derek Brunson,False,Middleweight,52.0,23.0,80.9,48.0,4.7,1.3,44.3,17.6,2.3,1.5,5.4,3.9,33.6,12.5,8.9,5.6,9.5,4.9,0.3,0.48200000000000004,0.143,0.3,1.4,0.0,107.14285714285714,43.0,131.0,63.42857142857143,4.0,1.4285714285714286,101.0,37.857142857142854,3.142857142857143,2.2857142857142856,3.0,2.857142857142857,87.85714285714286,30.0,7.142857142857143,5.142857142857143,12.142857142857142,7.857142857142857,0.0,0.3985714285714286,0.26857142857142857,0.14285714285714285,2.142857142857143,0.0,Southpaw,185.42,83.91452,190.14909999999998,Southpaw,182.88,83.91452,187.46939999999998,33.0,40.0,10,7,0,0,0.4,0.14285714285714285,0.1,0.14285714285714285,0.7,0.8571428571428571,,
Dan Hooker,Ross Pearson,3 Rnd (5-5-5),Neil Swailes,2017-06-10,"Auckland, New Zealand",Lightweight Bout,Dan Hooker,False,Lightweight,83.83333333333333,33.833333333333336,112.83333333333333,58.333333333333336,0.5,0.16666666666666666,70.0,27.166666666666668,7.833333333333333,4.833333333333333,6.0,1.8333333333333333,66.0,24.333333333333332,13.833333333333334,7.166666666666667,4.0,2.3333333333333335,0.16666666666666666,0.44500000000000006,0.055,0.16666666666666666,0.16666666666666666,0.3333333333333333,102.45454545454545,42.13636363636363,114.81818181818181,53.13636363636363,1.7727272727272727,0.6818181818181818,74.72727272727273,22.272727272727273,18.681818181818183,12.363636363636363,9.045454545454545,7.5,89.22727272727273,33.22727272727273,10.909090909090908,7.681818181818182,2.3181818181818183,1.2272727272727273,0.2727272727272727,0.4209090909090909,0.36363636363636365,0.0,0.13636363636363635,0.045454545454545456,Switch,182.88,70.30676,187.46939999999998,Orthodox,172.72,70.30676,176.7506,27.0,33.0,6,22,0,1,0.3333333333333333,0.22727272727272727,0.16666666666666666,0.0,0.5,0.5,,1.0
Ion Cutelaba,Henrique da Silva,3 Rnd (5-5-5),Mark Craig,2017-06-10,"Auckland, New Zealand",Light Heavyweight Bout,Ion Cutelaba,False,Heavyweight,180.0,52.666666666666664,183.33333333333334,55.666666666666664,3.0,2.0,153.66666666666666,33.666666666666664,19.666666666666668,12.666666666666666,6.666666666666667,6.333333333333333,151.0,37.666666666666664,22.0,11.333333333333334,7.0,3.6666666666666665,0.0,0.2733333333333334,0.2833333333333333,0.0,1.0,0.0,69.75,40.75,81.0,50.75,0.75,0.25,46.25,22.0,18.25,14.75,5.25,4.0,39.5,18.25,19.25,13.75,11.0,8.75,0.0,0.5824999999999999,0.0825,0.25,1.25,0.5,Southpaw,185.42,92.98636,190.14909999999998,Orthodox,190.5,92.98636,195.5085,24.0,28.0,3,4,0,0,0.0,0.25,0.0,0.25,0.3333333333333333,0.5,,
Tim Elliott,Ben Nguyen,3 Rnd (5-5-5),Marc Goddard,2017-06-10,"Auckland, New Zealand",Flyweight Bout,Ben Nguyen,False,Flyweight,114.125,52.375,198.0,124.875,6.5,4.375,89.125,35.5,16.75,10.375,8.25,6.5,81.375,30.5,13.375,9.375,19.375,12.5,0.125,0.5,0.66875,1.25,4.125,0.375,85.25,36.75,92.75,41.75,0.5,0.0,70.5,25.75,8.5,5.75,6.25,5.25,76.0,29.5,4.5,3.75,4.75,3.5,0.75,0.4925,0.0,0.75,0.75,0.5,Southpaw,170.18,61.23492,174.0709,Switch,165.1,56.699,168.7115,30.0,29.0,8,4,1,0,0.0,0.25,0.0,0.25,0.375,0.75,0.0,
